iid,pid,match,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
179,186,0,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9
179,187,0,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9
179,188,0,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9
179,189,0,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9
179,190,1,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9
179,191,0,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9
179,192,0,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9
179,193,0,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9
180,184,1,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7
180,185,0,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7
180,186,0,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7
180,187,0,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7
180,188,0,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7
180,189,0,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7
180,190,0,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7
180,191,0,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7
180,192,1,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7
180,193,0,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7
181,184,0,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6
181,185,1,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6
181,186,1,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6
181,187,0,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6
181,188,0,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6
181,189,0,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6
181,190,1,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6
181,191,1,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6
181,192,0,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6
181,193,1,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6
182,184,0,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
182,185,0,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
182,186,0,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
182,187,0,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
182,188,0,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
182,189,0,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
182,190,0,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
182,191,0,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
182,192,0,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
182,193,0,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1
183,184,1,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
183,185,0,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
183,186,0,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
183,187,0,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
183,188,0,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
183,189,0,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
183,190,0,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
183,191,0,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
183,192,0,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
183,193,0,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1
184,174,1,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
184,175,0,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
184,176,1,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
184,177,0,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
184,178,0,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
184,179,0,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
184,180,1,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
184,181,0,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
184,182,0,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
184,183,1,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8
185,174,0,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
185,175,0,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
185,176,0,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
185,177,0,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
185,178,0,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
185,179,0,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
185,180,0,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
185,181,1,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
185,182,0,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
185,183,0,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9
186,174,0,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
186,175,0,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
186,176,1,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
186,177,0,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
186,178,1,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
186,179,0,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
186,180,0,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
186,181,1,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
186,182,0,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
186,183,0,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3
187,174,1,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
187,175,0,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
187,176,0,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
187,177,0,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
187,178,0,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
187,179,0,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
187,180,0,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
187,181,0,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
187,182,0,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
187,183,0,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1
188,174,0,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
188,175,1,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
188,176,0,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
188,177,0,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
188,178,0,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
188,179,0,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
188,180,0,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
188,181,0,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
188,182,0,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
188,183,0,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3
189,174,0,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
189,175,0,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
189,176,0,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
189,177,0,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
189,178,0,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
189,179,0,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
189,180,0,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
189,181,0,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
189,182,0,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
189,183,0,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7
190,174,0,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
190,175,1,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
190,176,0,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
190,177,0,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
190,178,0,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
190,179,1,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
190,180,0,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
190,181,1,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
190,182,0,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
190,183,0,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1
191,174,0,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
191,175,0,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
191,176,1,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
191,177,0,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
191,178,0,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
191,179,0,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
191,180,0,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
191,181,1,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
191,182,0,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
191,183,0,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7
192,174,0,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
192,175,0,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
192,176,0,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
192,177,0,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
192,178,0,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
192,179,0,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
192,180,1,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
192,181,0,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
192,182,0,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
192,183,0,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5
193,174,0,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
193,175,1,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
193,176,0,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
193,177,0,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
193,178,0,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
193,179,0,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
193,180,0,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
193,181,1,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
193,182,0,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
193,183,0,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5
194,214,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,215,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,216,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,217,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,218,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,219,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,220,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,221,1,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,222,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,223,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,224,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,225,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,226,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,227,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,228,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,229,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,230,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,231,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,232,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
194,233,0,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4
195,214,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,215,1,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,216,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,217,1,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,218,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,219,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,220,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,221,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,222,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,223,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,224,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,225,1,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,226,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,227,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,228,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,229,1,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,230,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,231,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,232,0,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
195,233,1,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1
196,214,1,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,215,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,216,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,217,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,218,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,219,1,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,220,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,221,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,222,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,223,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,224,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,225,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,226,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,227,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,228,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,229,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,230,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,231,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,232,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
196,233,0,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9
197,214,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,215,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,216,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,217,1,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,218,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,219,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,220,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,221,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,222,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,223,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,224,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,225,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,226,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,227,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,228,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,229,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,230,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,231,1,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,232,1,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
197,233,0,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3
198,214,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,215,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,216,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,217,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,218,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,219,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,220,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,221,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,222,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,223,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,224,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,225,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,226,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,227,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,228,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,229,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,230,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,231,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,232,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
198,233,0,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4
199,214,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,215,1,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,216,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,217,1,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,218,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,219,1,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,220,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,221,1,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,222,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,223,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,224,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,225,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,226,1,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,227,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,228,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,229,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,230,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,231,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,232,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
199,233,0,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1
200,214,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,215,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,216,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,217,1,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,218,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,219,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,220,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,221,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,222,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,223,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,224,1,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,225,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,226,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,227,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,228,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,229,1,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,230,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,231,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,232,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
200,233,0,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4
201,214,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,215,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,216,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,217,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,218,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,219,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,220,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,221,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,222,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,223,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,224,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,225,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,226,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,227,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,228,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,229,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,230,1,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,231,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,232,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
201,233,0,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6
202,214,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,215,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,216,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,217,1,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,218,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,219,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,220,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,221,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,222,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,223,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,224,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,225,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,226,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,227,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,228,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,229,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,230,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,231,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,232,0,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
202,233,1,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1
203,214,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,215,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,216,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,217,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,218,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,219,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,220,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,221,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,222,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,223,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,224,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,225,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,226,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,227,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,228,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,229,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,230,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,231,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,232,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
203,233,0,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2
204,214,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,215,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,216,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,217,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,218,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,219,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,220,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,221,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,222,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,223,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,224,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,225,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,226,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,227,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,228,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,229,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,230,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
204,231,0,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7
